idx,construction_score,construction_logprob,default_nan_score,default_nan_logprob,order_swap_score,order_swap_logprob,no_article_score,no_article_logprob,no_modifier_score,no_modifier_logprob,no_numeral_score,no_numeral_logprob
1,1.4940724098180524,-6.950577842056704,2.3784567315696474,-7.140164880405321,3.7998411868859243,-5.04892625609644,2.3784567315696474,-7.140164880405321,1.4140148825031968,-5.259287892935567,3.2911357586882364,-5.89743470660966
2,1.2180265000389539,-7.437967715330119,2.0333993443457725,-7.749402221997089,3.8957504437781423,-5.164360962698538,2.0333993443457725,-7.749402221997089,1.4392027389284685,-5.586339975667489,2.946078508709131,-6.506671910956661
3,1.9209524842352437,-6.658571594744335,2.912056824591134,-6.77515707126486,3.872854625473411,-5.110786644613775,2.912056824591134,-6.77515707126486,1.440123580520705,-5.457968906759429,3.8247358517097254,-5.532426897469199
4,1.064121644007919,-7.207794407581778,1.8410182743069798,-7.4616855873116625,3.6446973738378694,-5.031335868859435,1.8410182743069798,-7.4616855873116625,0.9221123991596952,-5.463300042470636,2.753697438670338,-6.218955276271235
5,1.258952879792453,-7.319390872145107,2.0845573190376463,-7.601181168015824,3.76022880311125,-5.222232139933917,2.0845573190376463,-7.601181168015824,1.2676518885223977,-5.628473387021038,2.9972364834010037,-6.358450856975397
6,1.5732936497754964,-7.010192576806119,2.5000288910491317,-7.19213768930941,3.5618963591343538,-5.4257070585548695,2.5000288910491317,-7.19213768930941,1.0897930485978111,-5.814903018019051,3.2911357586882364,-5.89743470660966
7,1.2972477399963978,-7.497582450079534,2.154971503825257,-7.801375030901179,3.616604956704985,-5.582342424478554,2.154971503825257,-7.801375030901179,1.1295401958429494,-6.127395809931106,2.946078508709131,-6.506671910956661
8,2.0001737241926874,-6.71818632949375,3.033628984070618,-6.8271298801689495,3.6215326052257737,-5.500944639568272,3.033628984070618,-6.8271298801689495,1.2102738099857326,-5.919211968472498,3.8247358517097254,-5.532426897469199
9,1.1433428839653643,-7.267409142331192,1.9625904337864641,-7.513658396215752,3.5635684712248334,-5.25130074617933,1.9625904337864641,-7.513658396215752,1.1243450203029894,-5.492460712505441,2.753697438670338,-6.218955276271235
10,1.3381741197498969,-7.379005606894522,2.2061294785171306,-7.6531539769199135,3.6095876770634105,-5.5117092406886155,2.2061294785171306,-7.6531539769199135,1.1939502466906156,-5.933568320030918,2.9972364834010037,-6.358450856975397
11,1.561016397127642,-7.1872764247809044,2.4681098824356837,-7.43006494208152,3.0591976610140903,-6.093212352002064,2.4681098824356837,-7.43006494208152,0.8482095127342669,-6.331164212760814,3.2911357586882364,-5.89743470660966
12,1.2849704873485437,-7.674666298054319,2.1230524952118106,-8.039302283673289,2.828828566270194,-6.534925410240277,2.1230524952118106,-8.039302283673289,0.4642610214944393,-7.067352643157835,2.946078508709131,-6.506671910956661
13,1.9878964715448333,-6.895270177468535,3.001709975457172,-7.065057132941059,2.991402031583789,-6.295881808537187,3.001709975457172,-7.065057132941059,0.7352167970170965,-6.668946640319352,3.8247358517097254,-5.532426897469199
14,1.1310656313175103,-7.444492990305977,1.930671425173018,-7.751585648987862,3.315631853224967,-5.664043959506128,1.930671425173018,-7.751585648987862,1.3836011252414704,-5.507882266445178,2.753697438670338,-6.218955276271235
15,1.3258968671020426,-7.556089454869307,2.1742104699036844,-7.891081229692023,3.133823429068973,-6.152280084009985,2.1742104699036844,-7.891081229692023,0.9725857928257385,-6.429610432774013,2.9972364834010037,-6.358450856975397
16,-0.7625499779655867,-8.497176489598784,-0.3355783448913421,-9.265492089910966,1.6566223183459083,-6.5831506821718,-0.3355783448913421,-9.265492089910966,1.4140148825031968,-5.259287892935567,0.6763163507661325,-7.813529198684066
17,-0.7724489203222653,-8.771255386323357,-0.34877693470024695,-9.630930618877064,1.7765088894611791,-6.7274440654244225,-0.34877693470024695,-9.630930618877064,1.4392027389284685,-5.586339975667489,0.6631177609572276,-8.178967727650162
18,-0.8562500102592772,-8.759468805773501,-0.46051172128292944,-9.615215178143922,1.7478891165802661,-6.660476167818468,-0.46051172128292944,-9.615215178143922,1.440123580520705,-5.457968906759429,0.5513829743745452,-8.163252286917022
19,-0.9648297158715256,-8.483538477148398,-0.6052846620992606,-9.247308073310451,1.462692552035838,-6.561162698125544,-0.6052846620992606,-9.247308073310451,0.9221123991596952,-5.463300042470636,0.40661003355821396,-7.795345182083551
20,-0.7212906711408582,-8.623034057852559,-0.28056593579170414,-9.433302180916,1.6071068386275638,-6.7997830369686465,-0.28056593579170414,-9.433302180916,1.2676518885223977,-5.628473387021038,0.7313287598657704,-7.981339289689099
21,-0.6635234280187827,-8.571694908035553,-0.17348213225202969,-9.334789168449753,1.4960465495420445,-6.9172714193592375,-0.17348213225202969,-9.334789168449753,1.0897930485978111,-5.814903018019051,0.6763163507661325,-7.813529198684066
22,-0.6734223703754605,-8.845773804760126,-0.18668072206093456,-9.70022769741585,1.5644322965053323,-7.113065626763843,-0.18668072206093456,-9.70022769741585,1.1295401958429494,-6.127395809931106,0.6631177609572276,-8.178967727650162
23,-0.7572234603124723,-8.83398722421027,-0.29841550864361704,-9.684512256682709,1.5705918571563178,-7.01131839562599,-0.29841550864361704,-9.684512256682709,1.2102738099857326,-5.919211968472498,0.5513829743745452,-8.163252286917022
