idx,construction_score,construction_logprob,default_nan_score,default_nan_logprob,order_swap_score,order_swap_logprob,no_article_score,no_article_logprob,no_modifier_score,no_modifier_logprob,no_numeral_score,no_numeral_logprob
1,3.7692645297751874,-5.041825434898767,2.3092465106414606,-7.162045504732956,1.439425311048349,-6.967507780028198,2.8629166028936384,-6.608375412480778,1.4148768209895415,-5.257899707870341,3.2422680262734165,-5.899011653266022
2,3.8640968754523057,-5.158484145226713,1.989651690869441,-7.746004144511306,1.1837494552307333,-7.434674691850878,2.9814570349900364,-6.754198800390711,1.4398889476486925,-5.585372674552964,2.9226733437461627,-6.482970155799607
3,3.8424482397988458,-5.103637074075029,2.8561918456886417,-6.783844356185675,1.876981579086093,-6.664946861190375,2.954396240423211,-6.6856399614511055,1.4415716092064177,-5.456197168319998,3.7892133613205967,-5.520810504718742
4,3.6161223017341997,-5.022412327366391,1.7978554722945006,-7.457742373613211,1.0303124803707817,-7.204065275132402,2.6714888178424037,-6.584109028065308,0.9261959420190399,-5.458988360885235,2.7308771251712205,-6.194708384901512
5,3.7302463786008304,-5.214715082808302,2.0405307113735915,-7.598100674919799,1.2244526716340545,-7.3163519161776716,2.814143913925692,-6.824487472367698,1.2694447419437747,-5.626450948141407,2.973552364250315,-6.3350666862080995
6,3.5365100541298147,-5.413239198415063,2.432654424402523,-7.211961700810548,1.5185569322497472,-7.027035446697724,2.954722536712808,-6.689893588500263,1.0934433924666394,-5.810431949511449,3.2422680262734165,-5.899011653266022
7,3.5884285964115747,-5.572811712138368,2.1130596046305037,-7.795920340588898,1.26288107643213,-7.494202358520406,3.0196207145650087,-6.889359230654393,1.1290919885320996,-6.127268446787763,2.9226733437461627,-6.482970155799607
8,3.597597449614505,-5.487147152130293,2.9795997594497035,-6.833760552263268,1.9561132002874912,-6.7244745278599,3.0310817810686714,-6.7822785306443,1.215711593243648,-5.913155997400974,3.7892133613205967,-5.520810504718742
9,3.5384927310099537,-5.238701185961559,1.9212633860555623,-7.507658569690802,1.109444101572177,-7.263592941801929,2.957200882812982,-6.4717210729333825,1.1282475407761094,-5.488035575246371,2.7308771251712205,-6.194708384901512
10,3.585940555399516,-5.497680193880543,2.163938625134656,-7.648016870997391,1.3035842928354526,-7.375879582847199,3.0165106632999343,-6.795444832832112,1.1997383444748557,-5.927256158728532,2.973552364250315,-6.3350666862080995
11,3.049217282359556,-6.065237480181223,2.3983557745483504,-7.452142238159598,1.5059250757381222,-7.204372813205251,2.3456064347552177,-7.504891577952731,0.8595701456154856,-6.318814379689106,3.2422680262734165,-5.899011653266022
12,2.810816370407545,-6.515129448138299,2.0787609547763317,-8.036100877937947,1.250249219920508,-7.671539725027929,2.047605294815204,-8.067256537899075,0.46223547535515525,-7.06863414329121,2.9226733437461627,-6.482970155799607
13,2.973300803325445,-6.276149308415254,2.9453011095955315,-7.073941089612317,1.9434813437758678,-6.901811894367425,2.250710835962579,-7.76853136324527,0.7330426805586351,-6.67033409341249,3.7892133613205967,-5.520810504718742
14,3.3014656812168446,-5.640433745750571,1.8869647362013904,-7.747839107039853,1.0968122450605549,-7.440930308309454,2.6609169333268285,-6.973886909914415,1.3867807928025921,-5.504011506546392,2.7308771251712205,-6.194708384901512
15,3.1157609982619774,-6.132565261013982,2.1296399752804813,-7.888197408346441,1.2909524363238276,-7.5532169493547245,2.4287860796332446,-7.589051303993678,0.9704765217792127,-6.431027164750678,2.973552364250315,-6.3350666862080995
