idx,construction_score,construction_logprob,default_nan_score,default_nan_logprob,order_swap_score,order_swap_logprob,no_article_score,no_article_logprob,no_modifier_score,no_modifier_logprob,no_numeral_score,no_numeral_logprob
1,3.179577524228326,-5.667078575107819,2.3937786269925,-7.122143990646894,1.736103177753965,-6.706184137415671,2.532928213640231,-6.982994403999163,1.7358948531855678,-4.935128746889139,3.3014925087613305,-5.884684972310567
2,3.275869062094844,-5.782259104402298,2.060069288230217,-7.720193413360423,1.4691357067441402,-7.184623675586494,2.6532926359733784,-7.126970065617262,1.7748764938739061,-5.24860055146913,2.967783032754282,-6.4827345322688625
3,3.2549547350086216,-5.726696713527444,2.924698439630685,-6.759968364508609,2.1608390278645144,-6.416443636505042,2.6271497271156,-7.057517077023694,1.7729770573057522,-5.123038791435488,3.83241218415475,-5.522509483417048
4,3.022749121349888,-5.651351642412894,1.866642731784105,-7.433585716388584,1.3143944615872498,-6.9553375180090224,2.336892710042182,-6.963335738130507,1.2687760420025154,-5.114655332116585,2.77435647630817,-6.196126835297023
5,3.1423845088572335,-5.8381430872140925,2.102972870816843,-7.580289117741526,1.5034585728134402,-7.072700239091377,2.486436944426364,-7.196825044132005,1.5989510884603366,-5.295191672839671,3.010686615340907,-6.3428302366499665
6,3.5639204381052823,-5.421365097342852,2.9789036503310022,-6.710305762448378,2.191770577309889,-6.389146173971737,3.013356993231193,-6.675852419548187,1.4661298915932797,-5.435942768668077,3.3014925087613305,-5.884684972310567
7,3.6217561021850613,-5.57500150042407,2.6451943115687184,-7.308355185161907,1.9248031063000623,-6.867585712142561,3.0856515733309156,-6.86789792339971,1.5218253829430306,-5.732700722586654,2.967783032754282,-6.4827345322688625
8,3.6266686050608348,-5.493612279587219,3.509823462969189,-6.3481301363100915,2.616506427420437,-6.099405673061109,3.091792201925635,-6.766161397353645,1.5869758706029629,-5.540089038324926,3.83241218415475,-5.522509483417048
9,3.567514917523586,-5.245215282351184,2.4517677551226065,-7.021747488190067,1.7700618611431735,-6.638299554565089,3.017850092504072,-6.455665150808602,1.4973726297077306,-5.117107804598019,2.77435647630817,-6.196126835297023
10,3.6170340399296634,-5.502122992253651,2.6880978941553444,-7.16845088954301,1.9591259723693626,-6.755662275647444,3.079748995511668,-6.776799788186686,1.5731866435522666,-5.55200517793439,3.010686615340907,-6.3428302366499665
