idx,construction_score,construction_logprob,default_nan_score,default_nan_logprob,order_swap_score,order_swap_logprob,no_article_score,no_article_logprob,no_modifier_score,no_modifier_logprob,no_numeral_score,no_numeral_logprob
1,1.2643793831628585,-7.142553707913689,2.3092465106414606,-7.162045504732956,0.5097321172448147,-7.897200973831732,2.3092465106414606,-7.162045504732956,-1.2553851716162445,-7.928161700476127,1.0475807136360693,-7.588502873906611
2,1.5044656607646119,-7.113958486317,1.989651690869441,-7.746004144511306,0.749818394846568,-7.868605752235044,1.989651690869441,-7.746004144511306,-0.8552413756133248,-7.880502997814982,1.3476885606382591,-7.552758846910752
3,1.1186250812098222,-7.4233033590666455,2.8561918456886417,-6.783844356185675,0.3639778152917785,-8.177950624984689,2.8561918456886417,-6.783844356185675,-1.4983090082046395,-8.396077785731055,0.8653878361947722,-7.939439937847808
4,1.0796635024997898,-7.154714253003394,1.7978554722945006,-7.457742373613211,0.32501623658174594,-7.909361518921438,1.7978554722945006,-7.457742373613211,-1.5632449727213604,-7.948429275625635,0.8166858628072315,-7.603703555268742
5,1.775153577961504,-7.169807883447629,2.0405307113735915,-7.598100674919799,0.9816696663764531,-7.96329179503268,2.0405307113735915,-7.598100674919799,-0.4688225897301817,-8.038313069144374,1.686048457134378,-7.622570593324037
6,1.3631057141717093,-7.1824866647757615,2.432654424402523,-7.211961700810548,0.7200512895551583,-7.8255410893923125,2.432654424402523,-7.211961700810548,-0.9843722865158391,-7.888247628493928,1.0475807136360693,-7.588502873906611
7,1.6031919917734612,-7.1538914431790745,2.1130596046305037,-7.795920340588898,0.9601375671569101,-7.796945867795626,2.1130596046305037,-7.795920340588898,-0.5842284905129181,-7.8405889258327806,1.3476885606382591,-7.552758846910752
8,1.217351412218673,-7.463236315928718,2.9795997594497035,-6.833760552263268,0.5742969876021207,-8.10629074054527,2.9795997594497035,-6.833760552263268,-1.227296123104234,-8.356163713748856,0.8653878361947722,-7.939439937847808
9,1.1783898335086391,-7.194647209865467,1.9212633860555623,-7.507658569690802,0.5353354088920881,-7.837701634482018,1.9212633860555623,-7.507658569690802,-1.292232087620955,-7.908515203643436,0.8166858628072315,-7.603703555268742
10,1.8738799089703562,-7.209740840309702,2.163938625134656,-7.648016870997391,1.0865327049781555,-7.997088044301902,2.163938625134656,-7.648016870997391,-0.37356992747751266,-8.174159220009912,1.686048457134378,-7.622570593324037
11,1.3356667942883704,-7.374631094655003,2.3983557745483504,-7.452142238159598,0.3993747623141175,-8.310923126629255,2.3983557745483504,-7.452142238159598,-0.9143475577143008,-8.092732083018893,1.0475807136360693,-7.588502873906611
12,1.5757530718901223,-7.346035873058315,2.0787609547763317,-8.036100877937947,0.6394610399158708,-8.282327905032567,2.0787609547763317,-8.036100877937947,-0.5142037617113809,-8.045073380357747,1.3476885606382591,-7.552758846910752
13,1.1899124923353341,-7.655380745807959,2.9453011095955315,-7.073941089612317,0.25362046036108127,-8.591672777782211,2.9453011095955315,-7.073941089612317,-1.1572713943026969,-8.560648168273822,0.8653878361947722,-7.939439937847808
14,1.1509509136253016,-7.3867916397447075,1.8869647362013904,-7.747839107039853,0.2146588816510487,-8.32308367171896,1.8869647362013904,-7.747839107039853,-1.2222073588194167,-8.1129996581684,0.8166858628072315,-7.603703555268742
